"coder","counterfactual","sr_no","study_ID","authors","year_publication","doc_title","abstract","study_type","year_data_study","exclusion_reason","page","statistical_technique","study_design","country","incentive_follow_through","experimental_setting","participant_type","aware_of_study","opt_in","randomisation_dummy","outOfSampleBias","reportingBiases","notes_bias","feedback","information","label","rebate","tax_credit","subsidy","loan","choice_architecture","notes_intervention","washing_machine","clothes_dryer","dishwasher","refrigerator","heat_pump","lighting","water_heater","ac","tv","notes_dep_var","dep_variable_purchase_category","dep_var_original_study","dep_var_transformation","coefficient","effect_direction","coefficient_se","p_value","significance_bound","t_stat","percent_change_from_paper","percent_change","control_mean","control_sample_size","control_sd","treated_mean","treatment_sample_size","treated_sd","total_sample_size","total_observations","diff_mean","pooled_sd","monetary_incentive_size","monetary_incentive_relative","monetary_incentive_timeframe","label_monetary","label_monetary_size","label_consumption","label_consumption_size","label_scale","r_value","z_value","r_variance","z_variance","d_value","df","comments","r_value_obs","z_value_obs","r_variance_obs","z_variance_obs","...87","percent_change(binary predictor)","r_effect_size_sample","controls_energy_prices","controls_environmental_attitudes","controls_demographics","continent","oecd","lmic","multi_intervention","intervention","appliance","intervention_category","num_effect_sizes"
"DD","no intervention",1015,"105","Figueroa, Molière, Pegels, Never, Kutzner",2019,"Show me (more than) the money! Assessing the social and psychological
dimensions to energy efficient lighting in Kenya","Despite economic, social and environmental benefits, the uptake of energy-saving compact fluorescent lamp
light bulbs (CFLs) in Kibera, an informal settlement in Nairobi, remains low. We conducted a randomized
controlled field experiment involving 651 Kibera residents assessing whether the joint impact of monetary incentives
and behavioral interventions (pre-commitment and simplified information highlighting CFL benefits)
could increase CFL uptake. A monetary incentive covering the incremental cost of a CFL compared to an incandescent
bulb positively impacted uptake. However, adding simplified information more than tripled the
impact of the monetary incentive alone, resulting in a remarkable uptake rate of about 84%. While a post endline
survey conducted two years following the administration of the randomized control trial does not find lasting
effects, this paper provides evidence for additional behavioral hypotheses in developing countries, also assessing
the contribution of intelligence and measured discount rates to account for potential household present bias. It is
to date the only intervention of its type that explores the extent to which behavioral interventions can complement
monetary incentives.",2,2019,"NA","230","Logit / Probit","control & treatment","Kenya","self-reported behavior","household","residents","1","1","1","probably yes","probably no","informal settlement in Kibera (poor population)",0,1,0,0,0,1,0,0,"NA",0,0,0,0,0,1,0,0,0,"NA","purschase (probability) of efficient appliance","CFL uptake","dummy (0/1)",0.617,"increase",0.121,0.01,"1",5.09917355371901,"0.84",0.649535938300618,NA,71,NA,NA,77,NA,148,148,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.386565604475687,0.407755928435577,0.00661466655760272,0.00689655172413793,NA,146,"NA",0.386565604475687,0.407755928435577,0.00661466655760272,0.00689655172413793,NA,NA,NA,"0","0","0","Africa","non-OECD country","LMIC",2,"Information","Lighting","Information Strategies",6
"DD","no intervention",1016,"105","Figueroa, Molière, Pegels, Never, Kutzner",2019,"Show me (more than) the money! Assessing the social and psychological
dimensions to energy efficient lighting in Kenya","Despite economic, social and environmental benefits, the uptake of energy-saving compact fluorescent lamp
light bulbs (CFLs) in Kibera, an informal settlement in Nairobi, remains low. We conducted a randomized
controlled field experiment involving 651 Kibera residents assessing whether the joint impact of monetary incentives
and behavioral interventions (pre-commitment and simplified information highlighting CFL benefits)
could increase CFL uptake. A monetary incentive covering the incremental cost of a CFL compared to an incandescent
bulb positively impacted uptake. However, adding simplified information more than tripled the
impact of the monetary incentive alone, resulting in a remarkable uptake rate of about 84%. While a post endline
survey conducted two years following the administration of the randomized control trial does not find lasting
effects, this paper provides evidence for additional behavioral hypotheses in developing countries, also assessing
the contribution of intelligence and measured discount rates to account for potential household present bias. It is
to date the only intervention of its type that explores the extent to which behavioral interventions can complement
monetary incentives.",2,2019,"NA","230","Logit / Probit","control & treatment","Kenya","self-reported behavior","household","residents","1","1","1","probably yes","probably no","informal settlement in Kibera (poor population)",0,0,0,0,0,1,0,0,"NA",0,0,0,0,0,1,0,0,0,"NA","purschase (probability) of efficient appliance","CFL uptake","dummy (0/1)",0.214,"increase",0.088,0.05,"1",2.43181818181818,"NA",0.553296756888103,NA,71,NA,NA,84,NA,155,155,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.191705484231592,0.19410712414462,0.00648428831359489,0.00657894736842105,NA,153,"NA",0.191705484231592,0.19410712414462,0.00648428831359489,0.00657894736842105,NA,NA,NA,"0","0","0","Africa","non-OECD country","LMIC",1,"Subsidy","Lighting","Economic Incentives",6
"DD","no intervention",1017,"105","Figueroa, Molière, Pegels, Never, Kutzner",2019,"Show me (more than) the money! Assessing the social and psychological
dimensions to energy efficient lighting in Kenya","Despite economic, social and environmental benefits, the uptake of energy-saving compact fluorescent lamp
light bulbs (CFLs) in Kibera, an informal settlement in Nairobi, remains low. We conducted a randomized
controlled field experiment involving 651 Kibera residents assessing whether the joint impact of monetary incentives
and behavioral interventions (pre-commitment and simplified information highlighting CFL benefits)
could increase CFL uptake. A monetary incentive covering the incremental cost of a CFL compared to an incandescent
bulb positively impacted uptake. However, adding simplified information more than tripled the
impact of the monetary incentive alone, resulting in a remarkable uptake rate of about 84%. While a post endline
survey conducted two years following the administration of the randomized control trial does not find lasting
effects, this paper provides evidence for additional behavioral hypotheses in developing countries, also assessing
the contribution of intelligence and measured discount rates to account for potential household present bias. It is
to date the only intervention of its type that explores the extent to which behavioral interventions can complement
monetary incentives.",2,2019,"NA","230","Logit / Probit","control & treatment","Kenya","self-reported behavior","household","residents","1","1","1","probably yes","probably no","informal settlement in Kibera (poor population)",0,1,0,0,0,0,0,0,"NA",0,0,0,0,0,1,0,0,0,"NA","purschase (probability) of efficient appliance","CFL uptake","dummy (0/1)",0.004,"increase",0.121,0.1,"2",0.0330578512396694,"NA",0.500999998666669,NA,71,NA,NA,85,NA,156,156,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.00264673707335308,0.00264674325370167,0.0064516129029092,0.0065359477124183,NA,154,"NA",0.00264673707335308,0.00264674325370167,0.0064516129029092,0.0065359477124183,NA,NA,NA,"1","0","1","Africa","non-OECD country","LMIC",1,"Information","Lighting","Information Strategies",6
"DD","no intervention",1018,"105","Figueroa, Molière, Pegels, Never, Kutzner",2019,"Show me (more than) the money! Assessing the social and psychological
dimensions to energy efficient lighting in Kenya","Despite economic, social and environmental benefits, the uptake of energy-saving compact fluorescent lamp
light bulbs (CFLs) in Kibera, an informal settlement in Nairobi, remains low. We conducted a randomized
controlled field experiment involving 651 Kibera residents assessing whether the joint impact of monetary incentives
and behavioral interventions (pre-commitment and simplified information highlighting CFL benefits)
could increase CFL uptake. A monetary incentive covering the incremental cost of a CFL compared to an incandescent
bulb positively impacted uptake. However, adding simplified information more than tripled the
impact of the monetary incentive alone, resulting in a remarkable uptake rate of about 84%. While a post endline
survey conducted two years following the administration of the randomized control trial does not find lasting
effects, this paper provides evidence for additional behavioral hypotheses in developing countries, also assessing
the contribution of intelligence and measured discount rates to account for potential household present bias. It is
to date the only intervention of its type that explores the extent to which behavioral interventions can complement
monetary incentives.",2,2019,"NA","230","Logit / Probit","control & treatment","Kenya","self-reported behavior","household","residents","1","1","1","probably yes","probably no","informal settlement in Kibera (poor population)",0,1,0,0,0,1,0,0,"NA",0,0,0,0,0,1,0,0,0,"NA","purschase (probability) of efficient appliance","CFL uptake","dummy (0/1)",0.629,"increase",0.121,0.01,"1",5.19834710743802,"0.84",0.65226268066593,NA,71,NA,NA,77,NA,148,148,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.392932494884543,0.415263258212696,0.00660043002664403,0.00689655172413793,NA,146,"NA",0.392932494884543,0.415263258212696,0.00660043002664403,0.00689655172413793,NA,NA,NA,"1","0","1","Africa","non-OECD country","LMIC",2,"Information","Lighting","Information Strategies",6
"DD","no intervention",1019,"105","Figueroa, Molière, Pegels, Never, Kutzner",2019,"Show me (more than) the money! Assessing the social and psychological
dimensions to energy efficient lighting in Kenya","Despite economic, social and environmental benefits, the uptake of energy-saving compact fluorescent lamp
light bulbs (CFLs) in Kibera, an informal settlement in Nairobi, remains low. We conducted a randomized
controlled field experiment involving 651 Kibera residents assessing whether the joint impact of monetary incentives
and behavioral interventions (pre-commitment and simplified information highlighting CFL benefits)
could increase CFL uptake. A monetary incentive covering the incremental cost of a CFL compared to an incandescent
bulb positively impacted uptake. However, adding simplified information more than tripled the
impact of the monetary incentive alone, resulting in a remarkable uptake rate of about 84%. While a post endline
survey conducted two years following the administration of the randomized control trial does not find lasting
effects, this paper provides evidence for additional behavioral hypotheses in developing countries, also assessing
the contribution of intelligence and measured discount rates to account for potential household present bias. It is
to date the only intervention of its type that explores the extent to which behavioral interventions can complement
monetary incentives.",2,2019,"NA","230","Logit / Probit","control & treatment","Kenya","self-reported behavior","household","residents","1","1","1","probably yes","probably no","informal settlement in Kibera (poor population)",0,0,0,0,0,1,0,0,"NA",0,0,0,0,0,1,0,0,0,"NA","purschase (probability) of efficient appliance","CFL uptake","dummy (0/1)",0.225,"increase",0.086,0.01,"1",2.61627906976744,"NA",0.55601389054462,NA,71,NA,NA,84,NA,155,155,NA,NA,NA,NA,"NA","NA",NA,"NA",NA,"NA",0.205652756898568,0.208627853349412,0.00648120469988179,0.00657894736842105,NA,153,"NA",0.205652756898568,0.208627853349412,0.00648120469988179,0.00657894736842105,NA,NA,NA,"1","0","1","Africa","non-OECD country","LMIC",1,"Subsidy","Lighting","Economic Incentives",6
"DD","no intervention",1020,"106","Goto H, Goto M, Sueyoshi",2010,"Consumer choice on ecologically efficient water heaters: Marketing strategy and policy implications in Japan","This study examines how consumers select ecologically efficient water heaters in Japan. Energy conservation
in household water heating is increasingly important for reducing an amount of CO2 emission, because the
share of water heating in household energy consumption is approximately 30%. Recently, Japanese
households have widely used ecologically efficient electric heat pump water heaters (Eco Cute) or gasfired
water heaters (Eco Jozu). The total number of such efficient water heaters sold in Japan was more than
2.5 million at the end of 2008. This study investigates various factors and impacts of marketing strategy for
promoting the appliances in Japan. We apply mixed and nested logit models to a disaggregated choice data on
water heaters from 2004 to 2008. This study considers retail energy prices, a government financial support
and marketing activities as important factors for appliance selection. In addition, we consider consumers'
housing attributes such as floor space and age of building. This empirical study finds two business
implications. One of the two implications is that an increase in an energy price may enhance a choice
probability of Eco Cute and Eco Jozu because a price increase invites consumer's consciousness on energy
conservation so that a cost reduction on energy consumption becomes essential in a use of the efficient
appliances. The other implication is that marketing activities, especially by recommendations from sales
representatives and/or housing suppliers, are important for consumer behaviors. The other important
findings are discussed in this study. This business experience in Japan is useful to the other countries where
ecologically efficient water heaters are not popular at the current moment.",2,2008,"NA","201","Logit / Probit","quasi-experimental","Japan","self-reported behavior","household","homeowners","1","1","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"cognition of subsidy (0=not know 1=know)",0,0,0,0,0,0,1,0,0,"eco jozu","purschase (probability) of efficient appliance","a selection probability of a specific type of water
heater, compared to the conventional gas/oil water heater (as a base
category)","dummy (0/1)",0.205,"increase",NA,0.05,"2",1.9627954970385,"NA",0.551071269307342,NA,NA,NA,NA,54,NA,841,841,NA,NA,235.29,NA,"NA","NA",NA,"NA",NA,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,839,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,NA,NA,"1","1","1","Asia","OECD country","non-LMIC",1,"Subsidy","Water Heater","Economic Incentives",15
"DD","no intervention",1021,"106","Goto H, Goto M, Sueyoshi",2010,"Consumer choice on ecologically efficient water heaters: Marketing strategy and policy implications in Japan","This study examines how consumers select ecologically efficient water heaters in Japan. Energy conservation
in household water heating is increasingly important for reducing an amount of CO2 emission, because the
share of water heating in household energy consumption is approximately 30%. Recently, Japanese
households have widely used ecologically efficient electric heat pump water heaters (Eco Cute) or gasfired
water heaters (Eco Jozu). The total number of such efficient water heaters sold in Japan was more than
2.5 million at the end of 2008. This study investigates various factors and impacts of marketing strategy for
promoting the appliances in Japan. We apply mixed and nested logit models to a disaggregated choice data on
water heaters from 2004 to 2008. This study considers retail energy prices, a government financial support
and marketing activities as important factors for appliance selection. In addition, we consider consumers'
housing attributes such as floor space and age of building. This empirical study finds two business
implications. One of the two implications is that an increase in an energy price may enhance a choice
probability of Eco Cute and Eco Jozu because a price increase invites consumer's consciousness on energy
conservation so that a cost reduction on energy consumption becomes essential in a use of the efficient
appliances. The other implication is that marketing activities, especially by recommendations from sales
representatives and/or housing suppliers, are important for consumer behaviors. The other important
findings are discussed in this study. This business experience in Japan is useful to the other countries where
ecologically efficient water heaters are not popular at the current moment.",2,2008,"NA","201","Logit / Probit","quasi-experimental","Japan","self-reported behavior","household","homeowners","1","1","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"cognition of subsidy (0=not know 1=know)",0,0,0,0,0,0,1,0,0,"conventional electric","purschase (probability) of efficient appliance","a selection probability of a specific type of water
heater, compared to the conventional gas/oil water heater (as a base
category)","dummy (0/1)",0.478,"increase",NA,0.05,"2",1.9627954970385,"NA",0.617275492806791,NA,NA,NA,NA,54,NA,841,841,NA,NA,0,0,"NA","NA",NA,"NA",NA,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,839,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,NA,NA,"1","1","1","Asia","OECD country","non-LMIC",1,"Subsidy","Water Heater","Economic Incentives",15
"DD","no intervention",1022,"106","Goto H, Goto M, Sueyoshi",2010,"Consumer choice on ecologically efficient water heaters: Marketing strategy and policy implications in Japan","This study examines how consumers select ecologically efficient water heaters in Japan. Energy conservation
in household water heating is increasingly important for reducing an amount of CO2 emission, because the
share of water heating in household energy consumption is approximately 30%. Recently, Japanese
households have widely used ecologically efficient electric heat pump water heaters (Eco Cute) or gasfired
water heaters (Eco Jozu). The total number of such efficient water heaters sold in Japan was more than
2.5 million at the end of 2008. This study investigates various factors and impacts of marketing strategy for
promoting the appliances in Japan. We apply mixed and nested logit models to a disaggregated choice data on
water heaters from 2004 to 2008. This study considers retail energy prices, a government financial support
and marketing activities as important factors for appliance selection. In addition, we consider consumers'
housing attributes such as floor space and age of building. This empirical study finds two business
implications. One of the two implications is that an increase in an energy price may enhance a choice
probability of Eco Cute and Eco Jozu because a price increase invites consumer's consciousness on energy
conservation so that a cost reduction on energy consumption becomes essential in a use of the efficient
appliances. The other implication is that marketing activities, especially by recommendations from sales
representatives and/or housing suppliers, are important for consumer behaviors. The other important
findings are discussed in this study. This business experience in Japan is useful to the other countries where
ecologically efficient water heaters are not popular at the current moment.",2,2008,"NA","201","Logit / Probit","quasi-experimental","Japan","self-reported behavior","household","homeowners","1","1","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"cognition of subsidy (0=not know 1=know)",0,0,0,0,0,0,1,0,0,"eco cute","purschase (probability) of efficient appliance","a selection probability of a specific type of water
heater, compared to the conventional gas/oil water heater (as a base
category)","dummy (0/1)",1.688,"increase",NA,0.01,"1",2.58170188397935,"NA",0.843960959308482,NA,NA,NA,NA,54,NA,841,841,NA,NA,470.59,NA,"NA","NA",NA,"NA",NA,"NA",0.0886735138687657,0.0889070295873237,0.00119040180894468,0.00119331742243437,NA,839,"NA",0.0886735138687657,0.0889070295873237,0.00119040180894468,0.00119331742243437,NA,NA,NA,"1","1","1","Asia","OECD country","non-LMIC",1,"Subsidy","Water Heater","Economic Incentives",15
"DD","no intervention",1023,"106","Goto H, Goto M, Sueyoshi",2010,"Consumer choice on ecologically efficient water heaters: Marketing strategy and policy implications in Japan","This study examines how consumers select ecologically efficient water heaters in Japan. Energy conservation
in household water heating is increasingly important for reducing an amount of CO2 emission, because the
share of water heating in household energy consumption is approximately 30%. Recently, Japanese
households have widely used ecologically efficient electric heat pump water heaters (Eco Cute) or gasfired
water heaters (Eco Jozu). The total number of such efficient water heaters sold in Japan was more than
2.5 million at the end of 2008. This study investigates various factors and impacts of marketing strategy for
promoting the appliances in Japan. We apply mixed and nested logit models to a disaggregated choice data on
water heaters from 2004 to 2008. This study considers retail energy prices, a government financial support
and marketing activities as important factors for appliance selection. In addition, we consider consumers'
housing attributes such as floor space and age of building. This empirical study finds two business
implications. One of the two implications is that an increase in an energy price may enhance a choice
probability of Eco Cute and Eco Jozu because a price increase invites consumer's consciousness on energy
conservation so that a cost reduction on energy consumption becomes essential in a use of the efficient
appliances. The other implication is that marketing activities, especially by recommendations from sales
representatives and/or housing suppliers, are important for consumer behaviors. The other important
findings are discussed in this study. This business experience in Japan is useful to the other countries where
ecologically efficient water heaters are not popular at the current moment.",2,2008,"NA","201","Logit / Probit","quasi-experimental","Japan","self-reported behavior","household","homeowners","1","1","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"cognition of subsidy (0=not know 1=know)",0,0,0,0,0,0,1,0,0,"eco jozu","purschase (probability) of efficient appliance","a selection probability of a specific type of water
heater, compared to the conventional gas/oil water heater (as a base
category)","dummy (0/1)",0.218,"increase",NA,0.05,"2",1.9627954970385,"NA",0.554285182673468,NA,NA,NA,NA,48,NA,841,841,NA,NA,235.29,NA,"NA","NA",NA,"NA",NA,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,839,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,NA,NA,"1","1","1","Asia","OECD country","non-LMIC",1,"Subsidy","Water Heater","Economic Incentives",15
"DD","no intervention",1024,"106","Goto H, Goto M, Sueyoshi",2010,"Consumer choice on ecologically efficient water heaters: Marketing strategy and policy implications in Japan","This study examines how consumers select ecologically efficient water heaters in Japan. Energy conservation
in household water heating is increasingly important for reducing an amount of CO2 emission, because the
share of water heating in household energy consumption is approximately 30%. Recently, Japanese
households have widely used ecologically efficient electric heat pump water heaters (Eco Cute) or gasfired
water heaters (Eco Jozu). The total number of such efficient water heaters sold in Japan was more than
2.5 million at the end of 2008. This study investigates various factors and impacts of marketing strategy for
promoting the appliances in Japan. We apply mixed and nested logit models to a disaggregated choice data on
water heaters from 2004 to 2008. This study considers retail energy prices, a government financial support
and marketing activities as important factors for appliance selection. In addition, we consider consumers'
housing attributes such as floor space and age of building. This empirical study finds two business
implications. One of the two implications is that an increase in an energy price may enhance a choice
probability of Eco Cute and Eco Jozu because a price increase invites consumer's consciousness on energy
conservation so that a cost reduction on energy consumption becomes essential in a use of the efficient
appliances. The other implication is that marketing activities, especially by recommendations from sales
representatives and/or housing suppliers, are important for consumer behaviors. The other important
findings are discussed in this study. This business experience in Japan is useful to the other countries where
ecologically efficient water heaters are not popular at the current moment.",2,2008,"NA","201","Logit / Probit","quasi-experimental","Japan","self-reported behavior","household","homeowners","1","1","0","probably no","probably no","NA",0,0,0,0,0,1,0,0,"cognition of subsidy (0=not know 1=know)",0,0,0,0,0,0,1,0,0,"conventional electric","purschase (probability) of efficient appliance","a selection probability of a specific type of water
heater, compared to the conventional gas/oil water heater (as a base
category)","dummy (0/1)",0.469,"increase",NA,0.05,"2",1.9627954970385,"NA",0.61514704250921,NA,NA,NA,NA,48,NA,841,841,NA,NA,0,0,"NA","NA",NA,"NA",NA,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,839,"NA",0.0675281091435244,0.0676310346482447,0.00119045128442709,0.00119331742243437,NA,NA,NA,"1","1","1","Asia","OECD country","non-LMIC",1,"Subsidy","Water Heater","Economic Incentives",15
